Lon,Lat,OBJECTID,MAR_WARD,ADDRESS,PROJECT_NAME,STATUS_PUBLIC,AGENCY_CALCULATED,TOTAL_AFFORDABLE_UNITS,LATITUDE,LONGITUDE,AFFORDABLE_UNITS_AT_0_30_AMI,AFFORDABLE_UNITS_AT_31_50_AMI,AFFORDABLE_UNITS_AT_51_60_AMI,AFFORDABLE_UNITS_AT_61_80_AMI,AFFORDABLE_UNITS_AT_81_AMI,CASE_ID,ADDRESS_ID,XCOORD,YCOORD,FULLADDRESS,GIS_LAST_MOD_DTTM
-76.98651028,38.85627978,1428,Ward 8,"2395 Pomeroy Road Southeast, Washington, District of Columbia 20020",Stanton Square Apartments,Under Construction,DHCD OP,124,38.856272,-76.986508,13,108,0,3,0,13-09,,401171.0656,132051.248,,2019-05-20T04:00:25.000Z
-77.00044628,38.90871079,1458,Ward 5,"350 Morse Street Northeast, Washington, District of Columbia 20002",350 Morse Street,Under Construction,OP,49,38.908703,-77.000444,0,0,1,48,0,15-27A,,399961.4904,137871.4051,,2019-05-20T04:00:25.000Z
-77.00780127,38.87514907,1481,Ward 6,"1221 Half Street Southeast, Washington, District of Columbia 20003",JBG (formerly Akridge) north of ballaprk,Under Construction,OP,11,38.875141,-77.007799,0,0,3,8,0,08-30B,310445,399323.25,134145.82,1221 HALF STREET SE,2019-05-20T04:00:25.000Z
-77.01343578,38.92469625,1485,Ward 1,"2500 1st Street Northwest, Washington, District of Columbia 20001",McMillan Reservoir Parcel 2,Pipeline,DMPED DHCD OP,134,38.924689,-77.013434,0,11,85,38,0,13-14,284402,398835.13,139646.01,2500 1ST STREET NW,2019-05-20T04:00:25.000Z
-81.52919213,37.57726919,1530,Ward 8,,3840 - 3848 South Capitol Street,Pipeline,OP,106,,,23,0,83,0,0,18-14,,0,0,,2019-05-20T04:00:25.000Z
-77.00936861,38.91241244,1531,Ward 5,"4 R Street Northwest, Washington, District of Columbia 20001",4 R Street Northwest,Under Construction,DHCD,1,38.912405,-77.009366,0,0,0,1,0,,226757,399187.67,138282.36,4 R STREET NW,2019-05-20T04:00:25.000Z
-76.98655128,38.88354979,1532,Ward 6,"415 14th Street Southeast, Washington, District of Columbia 20003",Beckerts Park (Capitol Hill Apartments on 14th),Under Construction,DHCD,43,38.883542,-76.986549,0,7,36,0,0,,,401167.0609,135078.4202,,2019-05-20T04:00:25.000Z
-77.02755429,38.97273105,1533,Ward 4,"6800 Georgia Avenue Northwest, Washington, District of Columbia 20307",Walter Reed Building V/U-A/B,Under Construction,DHCD,2,38.972723,-77.027552,0,2,0,0,0,,292802,397612.47,144978.58,6800 GEORGIA AVENUE NW,2019-05-20T04:00:25.000Z
-81.52919213,37.57726919,1535,Ward 5,,1 Hawaii Avenue NE,Pipeline,OP,78,,,19,0,40,19,0,19-01,,0,0,,2019-05-20T04:00:25.000Z
-77.02809449,38.88143985,1536,Ward 6,"1100 Maine Avenue Southwest, Washington, District of Columbia 20024",The Wharf (Southwest Waterfront) Phase II,Pipeline,DMPED DHCD OP,50,,,0,0,50,0,0,11-03J,302697,397562.54,134844.49,1100 MAINE AVENUE SW,2019-05-20T04:00:25.000Z
-77.04364698,38.92201493,1538,Ward 1,"1815 Columbia Road Northwest, Washington, District of Columbia 20009",Kalorama comet,Pipeline,DHCD,1,,,0,0,1,0,0,,235374,396215.26,139349.18,1815 COLUMBIA ROAD NW,2019-05-20T04:00:25.000Z
-76.98161259,38.90326384,1539,Ward 5,"1028 Bladensburg Road Northeast, Washington, District of Columbia 20002",1028 Bladensburg Rd NE,Under Construction,DHCD,4,,,0,1,3,0,0,,75088,401595.12,137266.91,1028 BLADENSBURG ROAD NE,2019-05-20T04:00:25.000Z
-77.00813571,38.91060555,1540,Ward 5,"26 Florida Avenue Northeast, Washington, District of Columbia 20002",26 Florida Ave NE,Pipeline,DHCD,2,,,0,0,2,0,0,,46108,399294.58,138081.77,26 FLORIDA AVENUE NE,2019-05-20T04:00:25.000Z
-77.01526194,38.91891917,1541,Ward 1,"205 v Street Northwest, Washington, District of Columbia 20001",205 V St NW,Under Construction,DHCD,1,38.918912,-77.01526,0,0,1,0,0,,229527,398676.67,139004.73,205 V STREET NW,2019-05-20T04:00:25.000Z
-76.9795757,38.90203918,1542,Ward 5,"1676 Maryland Avenue Northeast, Washington, District of Columbia 20002",Flats at Atlas Phase II,Pipeline,DHCD,33,,,0,0,33,0,0,,310898,401771.83,137131,1676 MARYLAND AVENUE NE,2019-05-20T04:00:25.000Z
-76.99470495,38.92971003,1543,Ward 5,"3201 8th Street Northeast, Washington, District of Columbia 20017",3201 8th Street NE,Pipeline,OP,45,,,3,0,36,6,0,18-21,289586,400459.32,140202.51,3201 8TH STREET NE,2019-05-20T04:00:25.000Z
-81.52919213,37.57726919,1546,Ward 7,,1100 Eastern Ave NE,Pipeline,DCHA DCHFA DHCD,63,,,13,50,0,0,0,,,0,0,,2019-05-20T04:00:25.000Z
-81.52919213,37.57726919,1547,Ward 7,"3500 East Capitol Street Northeast, Washington, District of Columbia 20019",3500 East Capitol Street NE Phase II,Pipeline,DCHA DHCD,95,,,5,90,0,0,0,,,0,0,,2019-05-20T04:00:25.000Z
-81.52919213,37.57726919,1548,,,Marys House,Pipeline,DCHA DHCD,15,,,3,10,0,2,0,,,0,0,,2019-05-20T04:00:25.000Z
-77.02593729,38.93843091,1549,Ward 4,"930 Randolph Street Northwest, Washington, District of Columbia 20011",Petworth Station Feb 2018,Under Construction,DHCD,84,38.938423,-77.025935,0,10,74,0,0,,225073,397751.51,141170.91,930 RANDOLPH STREET NW,2019-05-20T04:00:25.000Z
-77.03115284,38.91237605,1550,Ward 2,"1338 R Street Northwest, Washington, District of Columbia 20009",SOME - Anna Cooper House,Pipeline,DHCD,47,,,47,0,0,0,0,,242888,397298.35,138278.74,1338 R STREET NW,2019-05-20T04:00:25.000Z
-76.97982643,38.93265323,1551,Ward 5,"3418 18th Street Northeast, Washington, District of Columbia 20018",3418 18th Street NW,Pipeline,DHCD,1,,,0,0,0,1,0,,34816,401749.33,140529.41,3418 18TH STREET NE,2019-05-20T04:00:25.000Z
-77.00935648,38.91048997,1552,Ward 5,"1532 North Capitol Street Northwest, Washington, District of Columbia 20001",1532 North Capitol NW,Pipeline,DHCD,1,,,0,1,0,0,0,,218336,399188.7,138068.95,1532 NORTH CAPITOL STREET NW,2019-05-20T04:00:25.000Z
-77.0283503,38.9554898,1554,Ward 2,"1203 Jefferson Street Northwest, Washington, District of Columbia 20011",1203 Jefferson St NW,Pipeline,DHCD,2,38.955482,-77.028348,0,1,1,0,0,,,397542.8975,143064.6613,,2019-05-20T04:00:25.000Z
-77.03396318,38.93774819,1555,Ward 4,"1416 Quincy Street Northwest, Washington, District of Columbia 20011",1416 Quincy St NW,Under Construction,DHCD,2,38.937741,-77.033961,0,0,2,0,0,,277043,397055.66,141095.35,1416 QUINCY STREET NW,2019-05-20T04:00:25.000Z
-77.03360804,38.93774226,1556,Ward 4,"1410 Quincy Street Northwest, Washington, District of Columbia 20011",1408-1410 Quincy St NW,Under Construction,DHCD,1,,,0,0,1,0,0,,258989,397086.45,141094.68,1410 QUINCY STREET NW,2019-05-20T04:00:25.000Z
-77.03476882,38.93461036,1560,Ward 1,"1447 Oak Street Northwest, Washington, District of Columbia 20010",Rhode Island Condos,Under Construction,DHCD,2,38.934603,-77.034767,0,0,2,0,0,,234656,396985.68,140747.05,1447 OAK STREET NW,2019-05-20T04:00:25.000Z
-76.98043826,38.86967941,1561,Ward 8,"1704 R Street Southeast, Washington, District of Columbia 20020",1704 R St SE,Under Construction,DHCD,1,38.869672,-76.980436,0,0,1,0,0,,57916,401697.78,133538.8,1704 R STREET SE,2019-05-20T04:00:25.000Z
-76.97497328,38.9293328,1562,Ward 5,"2027 Rhode Island Avenue Northeast, Washington, District of Columbia 20018",2027 Rhode Island Ave,Under Construction,DHCD,6,38.929325,-76.974971,0,0,0,6,0,,,402170.2196,140160.9178,,2019-05-20T04:00:25.000Z
-77.02080829,38.91539379,1563,Ward 6,"618 T Street Northwest, Washington, District of Columbia 20001",The Shaw,Under Construction,DHCD,5,38.915386,-77.020806,0,0,0,5,0,,,398195.5964,138613.4788,,2019-05-20T04:00:25.000Z
-77.02318888,38.95655768,1564,Ward 4,"721 Kennedy Street Northwest, Washington, District of Columbia 20011",WSH 7K,Under Construction,DHCD,1,38.95655,-77.023187,0,0,0,1,0,,250280,397990.3,143183.08,721 KENNEDY STREET NW,2019-05-20T04:00:25.000Z
-76.96670772,38.93331666,1565,Ward 5,"2911 Rhode Island Avenue Northeast, Washington, District of Columbia 20018",The Shirley,Under Construction,DHCD,13,38.933309,-76.966705,0,6,7,0,0,,43463,402886.75,140603.39,2911 RHODE ISLAND AVENUE NE,2019-05-20T04:00:25.000Z
-76.98757843,38.92471132,1566,Ward 5,"2711 13th Street Northeast, Washington, District of Columbia 20017",Rhode Island Ave,Under Construction,DHCD,4,38.924704,-76.987576,0,0,4,0,0,,305797,401077.32,139647.67,2711 13TH STREET NE,2019-05-20T04:00:25.000Z
-77.03248298,38.91899546,1567,Ward 1,"1400 W Street Northwest, Washington, District of Columbia 20009",1400 W ST NW,Under Construction,DHCD,20,38.918988,-77.032481,0,0,20,0,0,,242884,397183.25,139013.59,1400 W STREET NW,2019-05-20T04:00:25.000Z
-77.00166028,38.82216877,1568,Ward 8,"4656 Livingston Road Southeast, Washington, District of Columbia 20032",Livington Road Senior Apartments,Pipeline,DHCD,152,38.822161,-77.001658,0,0,152,0,0,,,399856.0217,128264.6074,,2019-05-20T04:00:25.000Z
-77.02606944,38.94116778,1569,Ward 4,"4111 Kansas Avenue Northwest, Washington, District of Columbia 20011",4111 Kansas Ave NW,Under Construction,DHCD,3,38.94116,-77.026067,0,0,0,3,0,,223660,397740.14,141474.73,4111 KANSAS AVENUE NW,2019-05-20T04:00:25.000Z
-76.97132745,38.85426412,1571,Ward 8,"2412 Hartford Street Southeast, Washington, District of Columbia 20020",Hanover Courts Apartments,Pipeline,DCHFA DHCD,41,38.854257,-76.971325,2,18,21,0,0,,148200,402488.96,131827.8,2412 HARTFORD STREET SE,2019-05-20T04:00:25.000Z
-77.00937801,38.91018954,1572,Ward 5,"1518 North Capitol Street Northwest, Washington, District of Columbia 20001",Truxton circle,Pipeline,DMPED DHCD,16,38.910182,-77.009376,5,11,0,0,0,,242909,399186.83,138035.6,1518 NORTH CAPITOL STREET NW,2019-05-20T04:00:25.000Z
-77.00104459,38.95815534,1573,Ward 4,"5581 South Dakota Avenue Northeast, Washington, District of Columbia 20011",Fort Totten Triangle,Pipeline,DMPED DHCD,29,,,0,15,0,14,0,,288682,399909.66,143360.18,5581 SOUTH DAKOTA AVENUE NE,2019-05-20T04:00:25.000Z
-77.00735657,38.83057006,421,Ward 8,"4016 South Capitol Street, SE, Washington, District of Columbia",4016 S. Capitol St SE,Completed 2015 to Date,DHCD,3,38.83056262,-77.00735428,0,2,0,1,0,,27895,399361.44,129197.23,4016 SOUTH CAPITOL STREET SE,2019-05-20T04:00:25.000Z
-77.01470002,38.97374878,422,Ward 4,"6918 Willow Street Northwest, Washington, District of Columbia 20012",Willow & Maple,Completed 2015 to Date,DHCD,5,38.97346501,-77.01487435,0,3,0,2,0,,311662,398726.38,145091.3,6918 WILLOW STREET NW,2019-05-20T04:00:25.000Z
-76.98704686,38.91289945,425,Ward 5,"1495 Gallaudet Street Northeast, Washington, District of Columbia 20002",Corcoran Flats (1495 Gallaudet Street NE),Completed 2015 to Date,DHCD,1,38.91289199,-76.98704458,0,1,0,0,0,,312284,401123.6,138336.46,1495 GALLAUDET STREET NE,2019-05-20T04:00:25.000Z
-77.00078389,38.92037474,428,Ward 5,"2300 4th Street Northeast, Washington, District of Columbia 20002",The Chaplain,Completed 2015 to Date,DHCD,2,38.92036728,-77.0007816,0,1,0,1,0,,289735,399932.22,139166.2,2300 4TH STREET NE,2019-05-20T04:00:25.000Z
-76.99738963,38.90041177,429,Ward 6,"600 H Street, NE, Washington, District of Columbia",The Apollo,Completed 2015 to Date,DHCD OP,35,38.90039703,-76.9981451,0,3,0,32,0,18-Dec,311750,400226.63,136950.15,600 H STREET NE,2019-05-20T04:00:25.000Z
-76.99451563,38.92297036,430,Ward 5,"806 Channing Place Northeast, Washington, District of Columbia 20018",Brookland Press,Completed 2015 to Date,DHCD,12,38.92280559,-76.99407158,0,0,0,12,0,,289750,400475.78,139454.35,806 CHANNING PLACE NE,2019-05-20T04:00:25.000Z
-77.03702993,38.92999363,431,Ward 1,"3146 16th St NW, Washington, District of Columbia 20010",The Vintage,Completed 2015 to Date,DHCD,8,38.92998617,-77.03702764,0,4,0,4,0,,236414,396789.43,140234.63,3146 16TH STREET NW,2019-05-20T04:00:25.000Z
-77.02655469,38.90581046,432,Ward 2,"1011 M St NW, Washington, District of Columbia 20001",10Eleven,Completed 2015 to Date,DHCD,7,38.90580301,-77.0265524,0,0,0,7,0,,312330,397696.93,137549.78,1011 M STREET NW,2019-05-20T04:00:25.000Z
-76.98703196,38.90164045,433,Ward 5,"1326 Florida Avenue Northeast, Washington, District of Columbia 20002",The Hendrix,Completed 2015 to Date,DHCD,4,38.901633,-76.98702968,0,2,0,2,0,,301806,401125.07,137086.62,1326 FLORIDA AVENUE NE,2019-05-20T04:00:25.000Z
-77.03158992,38.91646995,434,Ward 1,"1925 14th St NW, Washington, District of Columbia 20009","Elysium Fourteen (1925 14th Street, NW)",Completed 2015 to Date,DHCD,4,38.9164625,-77.03158762,0,0,0,4,0,,302229,397260.6,138733.21,1925 14TH STREET NW,2019-05-20T04:00:25.000Z
-77.04111339,38.9215,435,Ward 1,"2345 Champlain Street Northwest, Washington, District of Columbia 20009",The Morgan,Completed 2015 to Date,DHCD,4,38.92149221,-77.04111109,0,2,0,2,0,,,396434.9397,139291.9165,,2019-05-20T04:00:25.000Z
-76.96960863,38.87272623,436,Ward 7,"2537 Pennsylvania Ave SE, Washington, District of Columbia 20020","2537 Pennsylvania Avenue, SE",Under Construction,DHCD,3,38.87271845,-76.96960636,0,2,0,1,0,,,402637.47,133877.2771,,2019-05-20T04:00:25.000Z
-77.02603414,38.93201968,438,Ward 1,"777 Morton Street Northwest, Washington, District of Columbia 20010",Morton Street Mews,Completed 2015 to Date,DHCD,2,38.93201222,-77.02603185,0,1,0,1,0,,233061,397742.91,140459.21,777 MORTON STREET NW,2019-05-20T04:00:25.000Z
-77.02375237,38.93440016,439,Ward 1,"3559 Georgia Ave NW, Washington, District of Columbia 20010",The V at Georgia Ave,Under Construction,DHCD,2,38.9343927,-77.02375008,0,0,0,2,0,,284757,397940.82,140723.41,3559 GEORGIA AVENUE NW,2019-05-20T04:00:25.000Z
-77.03572479,38.92803464,440,Ward 1,"3035 15th St NW, Washington, District of Columbia 20009",The Apex,Completed 2015 to Date,DHCD,2,38.92802685,-77.0357225,0,1,0,1,0,,234374,396902.51,140017.12,3035 15TH STREET NW,2019-05-20T04:00:25.000Z
-77.01941782,38.88341679,443,Ward 6,"555 E Street SW, Washington, District of Columbia",Old Engine Co. 13,Under Construction,DMPED DHCD,48,38.88297,-77.019112,0,12,0,36,0,,316452,398315.43,135063.75,555 E STREET SW,2019-05-20T04:00:25.000Z
-77.00413728,38.87294778,444,Ward 6,"125 O St SE, Washington, District of Columbia","DC Water Parcels - F1, G1, G2",Pipeline,DMPED OP,228,38.87294,-77.004135,90,90,0,48,0,13-05,,399641.1781,133901.4399,,2019-05-20T04:00:25.000Z
-77.02439109,38.93839413,445,Ward 4,"3825 Georgia Avenue, Washington, District of Columbia",3825 Georgia Avenue,Completed 2015 to Date,DMPED,7,38.93835,-77.024347,4,0,3,0,0,,295066,397885.56,141166.79,3825 GEORGIA AVENUE NW,2019-05-20T04:00:25.000Z
-77.02536873,38.91629977,446,Ward 1,"1923 Vermont Ave NW, Washington, District of Columbia",Grimke Elementary School,Pipeline,DMPED,16,38.916292,-77.025366,0,0,8,8,0,,239514,397800.12,138714.15,1923 VERMONT AVENUE NW,2019-05-20T04:00:25.000Z
-77.02341905,38.92881688,447,Ward 1,"3012 Georgia Avenue Northwest, Washington, District of Columbia 20001",Bruce Monroe Build First,Pipeline,DMPED OP,201,,,90,0,111,0,0,16-11,294551,397969.56,140103.61,3012 GEORGIA AVENUE NW,2019-05-20T04:00:25.000Z
-77.03159562,38.91997617,591,Ward 1,"1350 Florida Avenue, NW, Washington, District of Columbia","1350 Florida Avenue, NW",Completed 2015 to Date,DHCD,4,38.91996871,-77.03159333,0,0,0,4,0,,311601,397260.24,139122.43,1350 FLORIDA AVENUE NW,2019-05-20T04:00:25.000Z
-77.02619204,38.94332894,592,Ward 4,"4308 Georgia Avenue, NW, Washington, District of Columbia",Montage South Condominiums,Completed 2015 to Date,DHCD,2,38.94328472,-77.02618904,0,1,0,1,0,,252608,397729.58,141714.64,4308 GEORGIA AVENUE NW,2019-05-20T04:00:25.000Z
-76.98338046,38.87977117,595,Ward 6,"1500 Pennsylvania Avenue SE, Washington, District of Columbia",The One-Five,Completed 2015 to Date,DHCD,5,38.8798809,-76.9832818,0,3,0,2,0,,62567,401442.25,134659.01,1500 PENNSYLVANIA AVENUE SE,2019-05-20T04:00:25.000Z
-77.00223289,38.9189442,597,Ward 5,"2126 3rd St NE, Washington, District of Columbia 20002",Kensington Place,Completed 2015 to Date,DHCD,2,38.918937,-77.002231,0,1,0,1,0,,311056,399806.56,139007.4,2126 3RD STREET NE,2019-05-20T04:00:25.000Z
-77.04027609,38.90744507,598,Ward 2,"1745 N Street NW, Washington, District of Columbia",1745 N Street NW,Completed 2015 to Date,DHCD,3,38.90743761,-77.04027379,0,0,0,3,0,,218470,396506.86,137731.67,1745 N STREET NW,2019-05-20T04:00:25.000Z
-77.04002967,38.92382032,1029,Ward 1,"2525 Ontario Rd NW, Washington, District of Columbia 20009",Ontario Court,Completed 2015 to Date,DCHFA,27,38.92381287,-77.04002737,14,5,8,0,0,,235734,396529.03,139549.45,2525 ONTARIO ROAD NW,2019-05-20T04:00:25.000Z
-77.02219605,38.91305003,1030,Ward 6,"1710 Seventh St. NW, Washington, District of Columbia",Channing Phillips,Completed 2015 to Date,DCHFA,56,38.9128145,-77.02209118,0,0,56,0,0,,311198,398075.18,138353.33,1710 7TH STREET NW,2019-05-20T04:00:25.000Z
-77.03543957,38.96721021,1032,Ward 4,"6323 Luzon Avenue Northwest, Washington, District of Columbia 20011",Luzon Tenant Association,Completed 2015 to Date,DHCD,43,38.967203,-77.035437,0,11,30,2,0,,257970,396928.93,144365.95,6323 LUZON AVENUE NW,2019-05-20T04:00:25.000Z
-77.02471967,38.95492786,1033,Ward 4,"812 Jefferson Street Northwest, Washington, District of Columbia 20011",The Homestead Apartments,Completed 2015 to Date,DCHFA DHCD,45,38.95492,-77.024717,0,0,45,0,0,,254711,397857.57,143002.19,812 JEFFERSON STREET NW,2019-05-20T04:00:25.000Z
-77.02632848,38.95763801,1034,Ward 4,"909 Longfellow Street Northwest, Washington, District of Columbia 20011",Barlee Tenant Association,Completed 2015 to Date,DHCD,62,38.957631,-77.026326,0,25,37,0,0,,254435,397718.21,143303.08,909 LONGFELLOW STREET NW,2019-05-20T04:00:25.000Z
-76.98996204,38.88106895,1035,Ward 6,"1209 G Street, SE, Washington, District of Columbia",Cambridge Row,Completed 2015 to Date,DHCD,1,38.88106149,-76.98995977,0,1,0,0,0,,311043,400871.16,134802.99,1209 G STREET SE,2019-05-20T04:00:25.000Z
-76.97564643,38.869278,1036,Ward 8,"2109 R Street, SE, Washington, District of Columbia","2109 R Street, SE",Completed 2015 to Date,DHCD,2,38.86927055,-76.97564416,0,1,0,1,0,,51771,402113.63,133494.34,2109 R STREET SE,2019-05-20T04:00:25.000Z
-76.99914735,38.89996408,1037,Ward 6,"501 H Street, NE, Washington, District of Columbia","501 H Street, NE",Completed 2015 to Date,DHCD OP,3,38.89995663,-76.99914507,0,3,0,0,0,14-14,15247,400074.16,136900.45,501 H STREET NE,2019-05-20T04:00:25.000Z
-77.03998123,38.92133467,1038,Ward 1,"2341 Ontario Road, NW, Washington, District of Columbia","2341 Ontario Road, NW",Under Construction,DHCD,2,38.92132722,-77.03997893,0,1,0,1,0,,305796,396533.11,139273.52,2341 ONTARIO ROAD NW,2019-05-20T04:00:25.000Z
